tweet,Brand/Product,sentiment,Brand,Hashtags,tweet_Word_Count,Processed_tweet,Original_Sentiment,Token Count
"#sxsw html5 Apple/Microsoft will likely be doing javascript integration. @mention Browsers compete, not collaborate. System is amoral.",Uncategorised,Not Positive,Apple,['#sxsw'],17,"['html5', 'applemicrosoft', 'likely', 'javascript', 'integration', 'browser', 'compete', 'not', 'collaborate', 'system', 'is', 'amoral']",No emotion toward brand or product,12
no umbrella when you have &quot;the list&quot; via @mention ÷¼ Are you all set? ÷_ {link} ÷_ #edchat #musedchat #sxsw #sxswi #newTwitter,Uncategorised,Not Positive,Uncategorized,"['#edchat', '#musedchat', '#sxsw', '#sxswi', '#newTwitter']",22,"['no', 'umbrella', 'have', 'quotthe', 'listquot', 'via', '\x89÷¼', 'are', 'set', '\x89÷', '\x89÷']",No emotion toward brand or product,11
Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,iPad,Positive,Apple,['#sxsw'],25,"['2nd', 'place', 'fandango', 'karaoke', '1st', 'prize', 'wa', '1', 'yr', 'fandango', 'tkts', 'useless', 'canada', '2nd', 'prize', 'is', 'more', 'useful', 'ipad']",Positive emotion,19
"iPhone, BlackBerry &amp; Android HootSuite App Updated for #SXSW - {link} via HootSuite",Uncategorised,Not Positive,Contains Both,['#SXSW'],13,"['iphone', 'blackberry', 'amp', 'android', 'hootsuite', 'app', 'updated', 'via', 'hootsuite']",No emotion toward brand or product,9
Lol. So glad Chris Poole is showing some #memes. &quot;Why you no text me no more?&quot; is pretty funny. Google it. #sxswmoot #sxswi #sxsw,Uncategorised,Not Positive,Google,"['#memes', '#sxswmoot', '#sxswi', '#sxsw']",24,"['lol', 'glad', 'chris', 'poole', 'is', 'showing', 'quotwhy', 'no', 'text', 'no', 'morequot', 'is', 'pretty', 'funny', 'google', 'it']",No emotion toward brand or product,16
This one lady is shopping on Bluefly during the iPad nav design panel. Boots. #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],15,"['one', 'lady', 'is', 'shopping', 'bluefly', 'ipad', 'nav', 'design', 'panel', 'boot']",No emotion toward brand or product,10
What's a laptop? RT @mention I think I may go iPad only -- no laptop -- today at #SXSWi.  Any #SXSW (cont) {link},iPad,Positive,Apple,"['#SXSWi', '#SXSW']",23,"['whats', 'laptop', 'rt', 'think', 'may', 'go', 'ipad', 'no', 'laptop', 'today', 'cont']",Positive emotion,11
"At Josh Clark's #sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. #tapworthy #webvisions",iPad,Positive,Apple,"['#sxsw', '#tapworthy', '#webvisions']",18,"['josh', 'clark', 'session', 'ipadtablet', 'development', 'first', 'note', 'ipad', 'more', 'leisureplanningrestful', 'device']",Positive emotion,11
@mention Last but not least  get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,iPad or iPhone App,Positive,Apple,['#sxsw'],22,"['last', 'not', 'least', 'get', 'copy', 'stupid', 'game', 'plus', 'iphone', 'also', 'special', 'price']",Positive emotion,12
It's our last day here at the #fastcompanygrille -- come by for the last day of iPhone makery! #zazzlesxsw #sxsw,Uncategorised,Not Positive,Apple,"['#fastcompanygrille', '#zazzlesxsw', '#sxsw']",20,"['last', 'day', 'come', 'last', 'day', 'iphone', 'makery']",No emotion toward brand or product,7
Next and last panel for today: &quot;Google Doodles: Burning Man to Pac-Man and Beyond&quot; #SXSW #SXSWi #GoogleDoodles,Uncategorised,Not Positive,Google,"['#SXSW', '#SXSWi', '#GoogleDoodles']",17,"['next', 'last', 'panel', 'today', 'quotgoogle', 'doodle', 'burning', 'man', 'pacman', 'beyondquot']",No emotion toward brand or product,10
"24 hours later, we retreat back to our hotel, bushwhacked. Ringo Deathstarr'd, never seen so many effects pedals  #sxsw {link}",Uncategorised,Not Positive,Uncategorized,['#sxsw'],20,"['24', 'hour', 'later', 'retreat', 'back', 'hotel', 'bushwhacked', 'ringo', 'deathstarrd', 'never', 'seen', 'many', 'effect', 'pedal']",No emotion toward brand or product,14
Grab the latest @mention before #SXSW! {link},Uncategorised,Not Positive,Uncategorized,['#SXSW'],7,"['grab', 'latest']",No emotion toward brand or product,2
"@mention latest iPhone, are you at #SxSW? How long would it take to fix and how much.",Uncategorised,Not Positive,Apple,['#SxSW'],17,"['latest', 'iphone', 'are', 'long', 'would', 'it', 'take', 'fix', 'much']",No emotion toward brand or product,9
SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,Other Google product or service,Positive,Google,['#sxsw'],23,"['cool', 'latest', 'version', 'google', 'map', 'mobile', 'ha', '3d', 'building', 'not', 'sure', 'theyve', 'mapped', 'au', 'detail', 'yet']",Positive emotion,16
@mention launched there 1st iPad app at #SXSW! Get all the details + the first edition FREE,Uncategorised,Not Positive,Apple,['#SXSW'],17,"['launched', '1st', 'ipad', 'app', 'get', 'detail', 'first', 'edition', 'free']",No emotion toward brand or product,9
@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},Android,Positive,Google,['#SxSW'],15,"['launching', 'gowalla', '3', 'droid', 'should', 'push', '4square', 'groupon']",Positive emotion,8
iPad 2 sold out in all retail stores...except for #sxsw pop up store in Austin? #igottagetit,iPad,Positive,Apple,"['#sxsw', '#igottagetit']",16,"['ipad', '2', 'sold', 'retail', 'storesexcept', 'pop', 'store', 'austin']",Positive emotion,8
"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",iPad,Positive,Apple,"['#iPad2', '#sxsw']",15,"['sold', '70', 'went', 'new', 'buyer', 'wow', 'via']",Positive emotion,7
"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",Uncategorised,Not Positive,Apple,"['#sxsw', '#socialmedia', '#tech', '#ipad2', '#media']",17,"['ipad', '2', 'sold', '70', 'went', 'new', 'buyer', 'report']",No emotion toward brand or product,8
They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,Uncategorised,Positive,Apple,['#SXSW'],23,"['should', 'stock', 'mophie', 'juice', 'pack', 'apple', 'temp', 'store', 'open', 'austin', 'amp', 'ipad', '2', 'launch', 'via']",Positive emotion,15
"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",iPad,Positive,Apple,['#sxsw'],19,"['held', 'new', 'ipad', 'have', 'envy', 'baby', 'is', 'still', 'working', 'well']",Positive emotion,10
"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,Positive,Google,['#SXSW'],18,"['man', 'google', 'should', 'launch', 'circle', 'talk', 'striking', 'iron', 'is', 'hot']",Positive emotion,10
"Lovin apple &amp; ipad2
#apple #austin #SXSW",iPad,Positive,Apple,"['#apple', '#austin', '#SXSW']",7,"['lovin', 'apple', 'amp', 'ipad2']",Positive emotion,4
#sxsw Apple #iPad2 line took less than 10 minutes.,Uncategorised,Not Positive,Apple,"['#sxsw', '#iPad2']",9,"['apple', 'line', 'took', 'le', '10', 'minute']",No emotion toward brand or product,6
Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,iPad or iPhone App,Not Positive,Apple,"['#SxSW', '#crashing']",18,"['cant', 'handle', 'traffic', 'rt', 'dear', 'app', 'iphone', 'ha', 'sucked', 'day']",Negative emotion,10
Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,Other Google product or service,Positive,Google,['#SXSW'],19,"['love', 'google', 'analytics', 'thanks', 'follower', 'took', 'time', 'check', 'new', 'post']",Positive emotion,10
Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,Uncategorised,Not Positive,Google,['#sxsw'],20,"['hope', 'people', 'ask', 'tough', 'question', 'rt', 'reminder', 'android', 'chrome', 'tt', 'talk', '1', 'pm', 'today']",No emotion toward brand or product,14
"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",iPhone,Not Positive,Apple,"['#GR2L2', '#SXSW']",24,"['double', 'buzzing', 'issue', 'iphone', 'io', '43', 'is', 'getting', 'annoying', 'news', 'iphone', 'may', 'fly', 'across', 'room']",Negative emotion,15
Geen Google Circles vandaag! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,Uncategorised,Not Positive,Google,['#SXSW'],18,"['geen', 'google', 'circle', 'vandaag', 'rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else']",No emotion toward brand or product,12
Will Google Circles take on Facebook?  {link} #circles #sxsw,Uncategorised,Not Positive,Google,"['#circles', '#sxsw']",9,"['google', 'circle', 'take', 'facebook']",No emotion toward brand or product,4
Will Google Circles take on Facebook. {link} #circles #sxsw,Uncategorised,Not Positive,Google,"['#circles', '#sxsw']",9,"['google', 'circle', 'take', 'facebook']",No emotion toward brand or product,4
Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: {link},Uncategorised,Not Positive,Google,"['#Google', '#SXSW']",21,"['fan', 'town', 'stop', 'austin', 'gtug', 'meeting', 'wednesday', '7th', '700pm', 'map', 'link']",No emotion toward brand or product,11
Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,Uncategorised,Not Positive,Contains Both,"['#bankinnovation', '#sxsw']",14,"['next', 'battle', 'bank', 'are', 'mobile', 'phone', 'operator', 'google', 'amp', 'apple']",No emotion toward brand or product,10
Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,Other Google product or service,Positive,Google,"['#sxswmoot', '#sxsw', '#sxswi']",18,"['chris', 'poole', '4chan', 'recommends', 'google', 'refrigerator', 'magnet', 'game', 'very', 'cute', 'shared', 'experience', 'game']",Positive emotion,13
"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Apple,Positive,Apple,"['#tech', '#SXSW']",12,"['apple', 'head', 'set', 'temporary', 'store', 'austin']",Positive emotion,6
More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,Uncategorised,Not Positive,Apple,"['#apple', '#sxsw']",16,"['more', 'ipads', 'per', 'capital', 'anywhere', 'else', 'world', 'except', 'foxconn']",No emotion toward brand or product,9
&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Apple,Not Positive,Apple,"['#flipboard', '#SXSW']",11,"['quotapple', 'is', 'most', 'elegant', 'fascist', 'company', 'americaquot']",Negative emotion,7
Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,Uncategorised,Not Positive,Google,"['#SXSW', '#Circles', '#Google']",18,"['google', 'launch', 'new', 'social', 'network', 'called', 'circle', 'south', 'southwest', 'today']",No emotion toward brand or product,10
Have Google launched their next social media flop yet? #sxsw,Other Google product or service,Not Positive,Google,['#sxsw'],10,"['have', 'google', 'launched', 'next', 'social', 'medium', 'flop', 'yet']",Negative emotion,8
&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},Apple,Not Positive,Apple,['#SXSW'],22,"['quotapple', 'like', 'it', 'pay', 'thats', 'apple', 'likesquot', 'barry', 'diller', 'acc', 'ballroom', 'pic']",Negative emotion,12
That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,Other Google product or service,Positive,Google,"['#SXSW', '#UOsxsw', '#marissamayer']",13,"['google', 'map', 'mobile', 'demonstration', 'rocked', 'world']",Positive emotion,6
Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,Other Google product or service,Positive,Google,['#sxsw'],11,"['wow', 'google', 'map', 'mobile', 'v5', 'demo', 'very', 'nice']",Positive emotion,8
The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Google,Positive,Google,"['#google', '#marissagoogle', '#sxsw']",21,"['name', 'wa', 'built', 'gettinng', 'stuff', 'trying', 'it', 'user', 'see', 'work']",Positive emotion,10
&quot;Apple opening a temporary store in Austin for SXSW and the iPad 2 launch:&quot; {link} #SXSW,Uncategorised,Not Positive,Apple,['#SXSW'],16,"['quotapple', 'opening', 'temporary', 'store', 'austin', 'sxsw', 'ipad', '2', 'launchquot']",No emotion toward brand or product,9
#tech Apple Opening Pop-Up Store In Austin For #SXSW {link},Apple,Positive,Apple,"['#tech', '#SXSW']",10,"['apple', 'opening', 'popup', 'store', 'austin']",Positive emotion,5
GSDM Google party is off the hook! #SXSW  {link},Google,Positive,Google,['#SXSW'],9,"['gsdm', 'google', 'party', 'is', 'hook']",Positive emotion,5
#SXSW Apple picked a great venue to launch the new Ipads.,Apple,Positive,Apple,['#SXSW'],11,"['apple', 'picked', 'great', 'venue', 'launch', 'new', 'ipads']",Positive emotion,7
"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2Û",Uncategorised,Not Positive,Apple,"['#SXSW', '#apple', '#ipad2']",20,"['apple', 'pop', 'store', 'still', 'ha', 'ipads', 'stock', 'are', 'waiting', 'line', 'via']",No emotion toward brand or product,11
Will Google preview a major new social service called Google Circles today at #SXSW {link},Uncategorised,Not Positive,Google,['#SXSW'],15,"['google', 'preview', 'major', 'new', 'social', 'service', 'called', 'google', 'circle', 'today']",No emotion toward brand or product,10
Will Google reveal a new social network called Circles?  {link} #Google #Facebook #SXSW,Uncategorised,Not Positive,Google,"['#Google', '#Facebook', '#SXSW']",13,"['google', 'reveal', 'new', 'social', 'network', 'called', 'circle']",No emotion toward brand or product,7
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link},Uncategorised,Not Positive,Google,"['#Google', '#Facebook', '#Twitter', '#SXSW']",14,"['google', 'reveal', 'new', 'social', 'network', 'called', 'circle']",No emotion toward brand or product,7
will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} (via @mention,Uncategorised,Not Positive,Google,"['#Google', '#Facebook', '#Twitter', '#SXSW']",16,"['google', 'reveal', 'new', 'social', 'network', 'called', 'circle', 'via']",No emotion toward brand or product,8
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,Uncategorised,Not Positive,Google,"['#Google', '#Facebook', '#Twitter', '#SXSW']",16,"['google', 'reveal', 'new', 'social', 'network', 'called', 'circle', 'via']",No emotion toward brand or product,8
"#tech Apple saves #SXSW, set to open pop-up store {link}",Uncategorised,Not Positive,Apple,"['#tech', '#SXSW']",10,"['apple', 'save', 'set', 'open', 'popup', 'store']",No emotion toward brand or product,6
"Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",Apple,Positive,Apple,['#SXSW'],16,"['cool', 'apple', 'set', '5000', 'sq', 'ft', 'temporary', 'store', 'sell', 'ipad', '2']",Positive emotion,11
Popup Apple Store crew has been giving out water to the people in line but they are in street clothes. No Apple logos anywhere yet. #SXSW,Uncategorised,Not Positive,Apple,['#SXSW'],26,"['popup', 'apple', 'store', 'crew', 'ha', 'giving', 'water', 'people', 'line', 'are', 'street', 'clothes', 'no', 'apple', 'logo', 'anywhere', 'yet']",No emotion toward brand or product,17
Popup Apple Store opens up for #SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Apple,Positive,Apple,['#SXSW'],24,"['popup', 'apple', 'store', 'open', 'love', 'is', 'going', 'right', 'middle', 'action', 'via']",Positive emotion,11
#sxsw apple store run out for the day :( boo apple.,Apple,Not Positive,Apple,['#sxsw'],11,"['apple', 'store', 'run', 'day', 'boo', 'apple']",Negative emotion,6
Japan Apple Stores serve as rallying point after massive quake {link} #entry #friends #house #sxsw,Apple,Positive,Apple,"['#entry', '#friends', '#house', '#sxsw']",15,"['japan', 'apple', 'store', 'serve', 'rallying', 'point', 'massive', 'quake']",Positive emotion,8
"love google street maps. Getting an idea of where everything is, in relation to the Austin Convention Center. Alamo Drafthouse Cinema #sxsw",Other Google product or service,Positive,Google,['#sxsw'],22,"['love', 'google', 'street', 'map', 'getting', 'idea', 'everything', 'is', 'relation', 'austin', 'convention', 'center', 'alamo', 'drafthouse', 'cinema']",Positive emotion,15
Make people think they've arrived @mention wrong website. Make them go to Google to search for your site again #killcommunity  via @mention #sxsw,Uncategorised,Not Positive,Google,"['#killcommunity', '#sxsw']",23,"['make', 'people', 'think', 'theyve', 'arrived', 'wrong', 'website', 'make', 'go', 'google', 'search', 'site', 'again', 'via']",No emotion toward brand or product,14
From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Uncategorised,Not Positive,Apple,"['#Apple', '#Naomi', '#sxsw']",13,"['campbell', 'popup', 'store', 'are', 'rage']",No emotion toward brand or product,5
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Other Apple product or service,Not Positive,Apple,"['#Apple', '#sxsw']",13,"['naomi', 'campbell', 'popup', 'store', 'are', 'rage']",No emotion toward brand or product,6
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw: From #Apple to Naomi Ca... {link},Uncategorised,Not Positive,Apple,"['#Apple', '#sxsw', '#Apple']",19,"['naomi', 'campbell', 'popup', 'store', 'are', 'rage', 'naomi', 'ca']",No emotion toward brand or product,8
Cool! Apple to open temporary store at SXSW {link} #sxsw,Apple,Positive,Apple,['#sxsw'],10,"['cool', 'apple', 'open', 'temporary', 'store', 'sxsw']",Positive emotion,6
nice! Apple to open pop-up store during #sxsw across from my office. {link},Apple,Positive,Apple,['#sxsw'],13,"['nice', 'apple', 'open', 'popup', 'store', 'across', 'office']",Positive emotion,7
"Will Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",Uncategorised,Not Positive,Google,['#SXSW'],24,"['google', 'tv', 'v', '2', 'late', 'overrun', 'xbox', 'ps3', 'wii', 'netflix', 'like', 'ready', 'now', 'barry', 'diller', 'qa']",No emotion toward brand or product,16
When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,Uncategorised,Not Positive,Google,"['#qagb', '#sxsw']",21,"['google', 'were', 'talking', 'quottopicality', 'reputationquot', 'search', 'ranking', 'im', 'sure', 'saw', 'bing', 'writing', 'note']",No emotion toward brand or product,13
"Dear google, your photobooth sucks. #sxsw",Other Google product or service,Not Positive,Google,['#sxsw'],6,"['dear', 'google', 'photobooth', 'suck']",Negative emotion,4
&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Apple,Not Positive,Apple,"['#sxsw', '#flipboard']",14,"['quotapple', 'most', 'elegant', 'fascist', 'corporation', 'america', 'todayquot', 'kara', 'swisher']",Negative emotion,9
SXSW people: There is no Hacky Sack app on the iPAD - so stop asking.  #SXSW,Uncategorised,Not Positive,Apple,['#SXSW'],16,"['sxsw', 'people', 'is', 'no', 'hacky', 'sack', 'app', 'ipad', 'stop', 'asking']",No emotion toward brand or product,10
This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,Google,Positive,Google,['#SXSW'],13,"['googlebing', 'qampa', 'panel', 'is', 'like', 'world', 'most', 'expensive', 'seo', 'consultation']",Positive emotion,10
Temp #Apple$tore set up for #SXSW YAY! {link} #Austin #tech,Apple,Positive,Apple,"['#Apple', '#SXSW', '#Austin', '#tech']",10,"['temp', 'set', 'yay']",Positive emotion,3
Rumours cleared &gt;&gt; RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us {link},Uncategorised,Not Positive,Uncategorized,['#SXSW'],20,"['rumour', 'cleared', 'gtgt', 'rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'join', 'u']",No emotion toward brand or product,13
About to learn all about design headaches for iPad #sxsw,iPad,Not Positive,Apple,['#sxsw'],10,"['learn', 'design', 'headache', 'ipad']",Negative emotion,4
Ready to learn! &quot;Designing iPad Interfaces - New Navigation Schemas&quot; #SXSW #UXDes,iPad,Positive,Apple,"['#SXSW', '#UXDes']",12,"['ready', 'learn', 'quotdesigning', 'ipad', 'interface', 'new', 'navigation', 'schemasquot']",Positive emotion,8
On plane leaving for #sxsw.... I have never seen so many #apple devices on one plane! ;-),Apple,Positive,Apple,"['#sxsw', '#apple']",17,"['plane', 'leaving', 'have', 'never', 'seen', 'many', 'device', 'one', 'plane']",Positive emotion,9
Google celebrating Pi Day in style at #SXSW -  {link},Google,Positive,Google,['#SXSW'],10,"['google', 'celebrating', 'pi', 'day', 'style']",Positive emotion,5
"*Spark selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} #sxsw",Android,Positive,Google,['#sxsw'],21,"['spark', 'selected', 'finalist', 'team', 'android', 'choice', 'award', 'austin', '313', 'please', 'come', 'amp', 'support']",Positive emotion,13
Yeah Googlegays! Get your SxSWSex on! @mention Popular Gay Dating App Grindr Now on Android - {link} #Grindr #SxSW,Android App,Positive,Google,"['#Grindr', '#SxSW']",19,"['yeah', 'googlegays', 'get', 'sxswsex', 'popular', 'gay', 'dating', 'app', 'grindr', 'now', 'android']",Positive emotion,11
"At #SxSW Leo Laporte pledges a fan's wife 1 &quot;GB Wifi White iPad&quot;. How about!? And, no, Leo was not drunk.",Uncategorised,Not Positive,Apple,['#SxSW'],21,"['leo', 'laporte', 'pledge', 'fan', 'wife', '1', 'quotgb', 'wifi', 'white', 'ipadquot', 'no', 'leo', 'wa', 'not', 'drunk']",No emotion toward brand or product,15
"Barry Diller says iPad-only magazines like The Daily don't make sense, {link} #sxsw",iPad or iPhone App,Not Positive,Apple,['#sxsw'],13,"['barry', 'diller', 'say', 'ipadonly', 'magazine', 'like', 'daily', 'dont', 'make', 'sense']",Negative emotion,10
Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money #SXSW,Apple,Not Positive,Apple,['#SXSW'],23,"['barry', 'diller', 'say', 'silly', 'write', 'content', 'one', 'form', 'factor', 'apple', 'like', 'it', 'because', 'get', 'money']",Negative emotion,15
"Barry Diller Talks Daily Beast/Newsweek, The Daily, and the #iPad at #SXSW {link} #seo #sem #thedaily #barrydiller #topnews",Uncategorised,Not Positive,Apple,"['#iPad', '#SXSW', '#seo', '#sem', '#thedaily', '#barrydiller', '#topnews']",18,"['barry', 'diller', 'talk', 'daily', 'beastnewsweek', 'daily']",No emotion toward brand or product,6
Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,iPad,Positive,Apple,['#sxsw'],17,"['barry', 'diller', 'have', 'truly', 'emotional', 'thing', 'ipad', 'harlow', 'ipad2', 'diller', 'quotits', 'betterquot']",Positive emotion,12
Barry Diller: Newsbeast Merger Might Not Work: Barry Diller... {link} #News #Barry_Diller #iac #Newsweek #sxsw #Cyber #iPhone,Uncategorised,Not Positive,Apple,"['#News', '#Barry_Diller', '#iac', '#Newsweek', '#sxsw', '#Cyber', '#iPhone']",17,"['barry', 'diller', 'newsbeast', 'merger', 'might', 'not', 'work', 'barry', 'diller']",No emotion toward brand or product,9
Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,Uncategorised,Not Positive,Apple,['#SXSW'],14,"['barry', 'diller', 'not', 'ipadonly', 'newspaper', 'app', 'quotipad', 'supersededquot']",No emotion toward brand or product,8
Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple #SXSW,Apple,Not Positive,Apple,['#SXSW'],20,"['barry', 'dillers', 'pragmatic', 'straight', 'forward', 'is', 'nice', 'look', 'like', 'want', 'u', 'grab', 'pitchfork', 'v', 'apple']",Negative emotion,15
Every outlet in this bar has an iPhone charger in it. #sxsw (@mention The Driskill Hotel Bar w/ 16 others) [pic]: {link},Uncategorised,Not Positive,Apple,['#sxsw'],22,"['every', 'outlet', 'bar', 'ha', 'iphone', 'charger', 'it', 'driskill', 'hotel', 'bar', 'w', '16', 'others', 'pic']",No emotion toward brand or product,14
@mention Let me know if you don't get an Apple TV from #sxsw. I have a colleague who'll fly to Vegas for a short trip in a few days.,Uncategorised,Not Positive,Apple,['#sxsw'],29,"['let', 'know', 'dont', 'get', 'apple', 'tv', 'have', 'colleague', 'wholl', 'fly', 'vega', 'short', 'trip', 'day']",No emotion toward brand or product,14
"IPad, tablet, etc are aiding in greater adoption of mobile devices because screen size is larger #mobilefarm #SXSW",Uncategorised,Not Positive,Apple,"['#mobilefarm', '#SXSW']",18,"['ipad', 'tablet', 'etc', 'are', 'aiding', 'greater', 'adoption', 'mobile', 'device', 'because', 'screen', 'size', 'is', 'larger']",No emotion toward brand or product,14
@mention let's go to the apple store and score an ipad. #sxsw #widfy,iPad,Positive,Apple,"['#sxsw', '#widfy']",13,"['let', 'go', 'apple', 'store', 'score', 'ipad']",Positive emotion,6
#SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).,iPhone,Not Positive,Apple,['#SXSW'],18,"['go', 'let', 'rate', 'amp', 'review', 'session', 'although', 'experience', 'iphone', 'is', 'bit', 'torturous']",Negative emotion,12
And how clever that the iPad2 comes out the first day of #SXSW with a pop up apple store right indoor town Austin. Clever!,iPad,Positive,Apple,['#SXSW'],24,"['clever', 'ipad2', 'come', 'first', 'day', 'pop', 'apple', 'store', 'right', 'indoor', 'town', 'austin', 'clever']",Positive emotion,13
: Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,iPad,Positive,Apple,"['#NewsApps', '#sxsw']",27,"['aron', 'pilhofer', 'new', 'york', 'time', 'endorsed', 'html', 'ipad', 'asked', 'u', 'not', 'tweet', 'actually', 'said']",Positive emotion,14
Austin police hard at work guarding the Apple store. #sxsw {link},Uncategorised,Not Positive,Apple,['#sxsw'],11,"['austin', 'police', 'hard', 'work', 'guarding', 'apple', 'store']",No emotion toward brand or product,7
"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",Google,Positive,Google,['#sxsw'],15,"['mean', 'sliced', 'bread', 'is', 'great', 'google', 'bread', 'is', 'going', 'revolutionary']",Positive emotion,10
My sis Julie and I are in a life and death Rockaroke struggle to win her an iPad at the #Fandango #SXSW party. Hole and Bad Religion so far,iPad,Positive,Apple,"['#Fandango', '#SXSW']",29,"['si', 'julie', 'are', 'life', 'death', 'rockaroke', 'struggle', 'win', 'ipad', 'party', 'hole', 'bad', 'religion', 'far']",Positive emotion,14
"You want likability of Virgin, trustworthiness of Zappos and product of Apple. @mention #pnid #sxsw #enchantment",Apple,Positive,Apple,"['#pnid', '#sxsw', '#enchantment']",16,"['want', 'likability', 'virgin', 'trustworthiness', 'zappos', 'product', 'apple']",Positive emotion,7
"It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from #ATT. It is awesome. #SXSW {link}",Android,Positive,Google,"['#ATT', '#SXSW']",23,"['it', 'look', 'like', 'laptop', 'dock', 'motorola', 'atrix', 'android', 'phone', 'it', 'is', 'awesome']",Positive emotion,12
Partying like it's 1986 (last time privacy law updated) with Google and the ACLU #sxsw (@mention Maggie Mae's) [pic]: {link},Uncategorised,Positive,Google,['#sxsw'],20,"['partying', 'like', '1986', 'last', 'time', 'privacy', 'law', 'updated', 'google', 'aclu', 'maggie', 'maes', 'pic']",Positive emotion,13
&lt;Nice lil sizzle reel&gt; #SXSW: By the numbers (VIDEO) {link} #music #socialmedia,Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#music', '#socialmedia']",12,"['ltnice', 'lil', 'sizzle', 'reelgt', 'number', 'video']",No emotion toward brand or product,6
"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive,Apple,"['#sxsw', '#ipad2']",16,"['first', 'line', 'store', 'apple', 'store', 'sxsw', 'pic']",Positive emotion,7
